as_type	tag	sig1	dPSI	p_value	A1	A2	CTRL1	CTRL2
SE	known	SE_sig	0.1926662719	0.048951049	1	0.866289765938831	0.790850839310208	0.690106382761112
A5	known	A5_sig	-0.0214013083	0.042957043	0.0365927268719929	0.0470085789692504	0.06011308851573	0.0662908340122086
SE	known	SE_sig	0.0771236029	0.0574425574	0.459037273815127	0.427723458595278	0.455272921280575	0.277240605230399
A5	novel	A5_sig	-0.0732046356	0.0292207792	0.766922512910414	0.779900889298442	0.85601764067253	0.837215032694914
AF	known	AF_sig	0.2977407554	0.023976024	1	0.619906852589999	0.452790603525379	0.57163473818307
A5	known	A5_sig	-0.0337954354	0.0324675325	0.776641203778487	0.797761821584161	0.816534455085046	0.825459441146421
SE	known	SE_sig	0.0519392345	0.021978022	0.846139106529389	0.857875652017186	0.778348144911129	0.821788144591168
AL	novel	AL_sig	0.4024889117	0.041958042	0.413427012575195	0.653689570214485	0.262138759297962	0
AL	novel	AL_sig	0.251862964	0.0531468531	0.372032119040634	0.287196034367462	0.155502225446199	0
AL	novel	AL_sig	0.7555608469	0.041958042	1	0.797981099837003	0.286859405945914	0
AL	novel	AL_sig	0.6998081852	0.041958042	1	0.772977867834831	0.373361497342797	0
AL	novel	AL_sig	0.2873599535	0.041958042	1	0.936073489721018	0.703937325328585	0.657416257346106
RI	novel	RI_sig	-0.0782359125	0.0264735265	0.151840797373451	0.186659011006582	0.244726600631169	0.250245032847732
AF	novel	AF_sig	0.3031802934	0.041958042	0.711177736902772	0.280538817157349	0.141453049857014	0.24390291747
AL	novel	AL_sig	-0.9073636031	0.026973027	0.0846622911431815	0.100610502725823	1	1
A5	known	A5_sig	0.0782241266	0.0474525475	0.216993875024625	0.264435309262528	0.164583439706911	0.160397491337249
RI	novel	RI_sig	-0.9568806843	0.03996004	0.0236098685586974	0.0626287628020575	1	1
A5	known	A5_sig	0.3191624239	0.0504495504	0.625807666100162	0.476904691573909	0.0482174958366448	0.416170014131557
SE	known	SE_sig	0.1202783164	0.0599400599	1	0.982402823486323	0.925728264985255	0.816117925695144
RI	known	RI_sig	-0.4785712049	0.0194805195	0.14711844759741	0.338071950052016	0.864865323220708	0.577467484187775
RI	novel	RI_sig	0.4878313951	0.011988012	1	0.189044410422005	0.0641280695668114	0.149253550588428
A3	known	A3_sig	-0.1270279844	0.0544455544	0	0	0.0888102393392806	0.165245729549676
A5	novel	A5_sig	0.1719225164	0.0536963037	0.476493747627674	0.4950046961518	0.332329089983997	0.295324320982348
AF	known	AF_sig	-0.1954958142	0.0536963037	0.32732156199431	0.31924228087637	0.663931821477523	0.37362364983824
AF	known	AF_sig	-0.279331975	0.0536963037	0.272924340881283	0.269369237346812	0.553129637791249	0.547827890533893
SE	known	SE_sig	0.1140603435	0.0536963037	0.978058749191406	0.96747268737734	0.793154653951291	0.924256095619093
A3	known	A3_sig	0.3511090203	0.02997003	1	0.748623284603423	0.585018196057536	0.461387047850919
A3	known	A3_sig	-0.8408151601	0.013986014	0.151517691482759	0.166851988389371	1	1
A3	known	A3_sig	-0.1293186475	0.0519480519	0.346551975122934	0.561331195021233	0.642640950096524	0.523879515121814
AL	novel	AL_sig	-1	0	0	0	1	1
A5	known	A5_sig	0.5086709127	0.037962038	1	0.421919593264671	0.158244639248993	0.246333128698394
AF	known	AF_sig	-0.4228724724	0.037962038	0	0.849774333867316	0.795270381143798	0.900248897465705
A3	known	A3_sig	-0.1352061153	0.0594405594	0.293756785200875	0.755292300196756	0.641050090673299	0.678411225409916
SE	known	SE_sig	-0.7096142205	0.03996004	0.43178557551484	0.148985983388857	1	1
AF	known	AF_sig	-0.2491217568	0.0474525475	0.31057972132023	0.428835283768549	0.686005399791196	0.55165311892045
A5	novel	A5_sig	0.2329646095	0.0324675325	0.758205504546366	0.707723714522833	1	0
SE	known	SE_sig	0.2130798125	0.027972028	0.963726434666241	0.943276378530405	0.775590967999312	0.705252220204835
A5	known	A5_sig	0.2530485421	0.034965035	1	0.843370863990215	0.647246127149196	0.690027652650113
A3	known	A3_sig	-0.3376338695	0.0574425574	0.32473226107998	1	1	1
SE	known	SE_sig	-0.5946586945	0.0574425574	0	0.500680627144505	0.812832841418324	0.877165174812301
SE	known	SE_sig	0.1468764244	0.041958042	0.907047683486302	0.869632589374479	0.734608252295198	0.748319171690981
AF	novel	AF_sig	-0.9060248813	0.01998002	0	0	0.923872088438547	0.888177674178291
AF	novel	AF_sig	0.4899324251	0.0546120546	0.826587514229475	0.845421504712675	0.69214416867215	0
AF	novel	AF_sig	0.2038810605	0.0546120546	0.194457844859653	0.336450355470298	0.123146079428917	0
AF	novel	AF_sig	0.3277169033	0.0546120546	0.441851967788508	0.635859780853394	0.422277942064003	0
AF	novel	AF_sig	0.5139687175	0.0187312687	0.917235034940086	0.764701182860226	0.653998782900179	0
AF	novel	AF_sig	0.2856709095	0.0187312687	0.485713302072713	0.392665145125288	0.307036628275487	0
SE	known	SE_sig	-0.1074695266	0.0574425574	0.6594475217472	0.730785359183733	0.854678272472894	0.7504936615777
AL	novel	AL_sig	-0.4816892339	0.0424575425	0	0	0.462174460294822	0.501204007514449
AL	novel	AL_sig	-0.4044566395	0.0431107354	0	0	0.388856021776102	0.420057257212492
AL	novel	AL_sig	-1	0	0	0	1	1
AL	novel	AL_sig	-0.4336534812	0.0413961039	0	0	0.402832802552182	0.464474159775543
AL	novel	AL_sig	-0.4175926002	0.0431107354	0	0	0	0.83518520030946
AL	novel	AL_sig	-0.3925363665	0.0431107354	0	0	0	0.78507273308467
AL	novel	AL_sig	-0.4069589725	0.0327529613	0	0	0	0.81391794496585
AL	novel	AL_sig	0.9025916832	0	0.927604782100262	0.877578584329153	0	0
AL	novel	AL_sig	0.8982581904	0	0.921623351462832	0.874893029309777	0	0
AL	novel	AL_sig	0.8689197041	0.0050949051	0.881363508951468	0.856475899181422	0	0
AL	novel	AL_sig	1	0	1	1	0	0
AL	novel	AL_sig	-0.3788672301	0.0454902241	0.619234445843345	0.623031093952617	1	1
MX	known	MX_sig	-0.0527324924	0.0327529613	0.510833684032891	0.497134091442331	0.560486628393569	0.552946131899263
SE	known	SE_sig	-0.7849088536	0.0431107354	0	0.430182292757593	1	1
A5	known	A5_sig	0.0382945506	0.015984016	1	0.984569798575289	0.948515627127261	0.959465070257694
AF	novel	AF_sig	0.5557637271	0.005994006	1	0.17565015222363	0.0260781835750928	0.0380445145150514
AF	novel	AF_sig	0.4959472985	0.005994006	1	0	0.00810540290972197	0
A5	known	A5_sig	0.1350233645	0.0144855145	0.759908011968408	1	0.765186255068261	0.724675027944279
SE	known	SE_sig	0.039903953	0.0344655345	0.974985733549935	0.950727177147145	0.903899179948591	0.942005824847403
A3	known	A3_sig	0.0802308095	0.0559440559	1	0.891423806226239	0.811293126526608	0.91966906063712
A3	known	A3_sig	-0.1904827266	0.045954046	0.364093980133318	0.88173854526376	1	0.626797978600449
RI	known	RI_sig	-0.1787886933	0.0584415584	0.27373942614142	0.278524766041144	0.445831144133203	0.464010434632277
SE	known	SE_sig	-0.2287124202	0.0511988012	0.325743353635948	0.385258624867233	0.513331671024204	0.655095147844352
SE	known	SE_sig	0.1419489248	0.0524475524	0.559536924995451	0.50765570440853	0.432556634779704	0.350738145095239
SE	known	SE_sig	-0.2421135493	0.0511988012	0.694147668921168	0.695938334358205	0.920304742115977	0.954008359852316
AF	novel	AF_sig	-0.1134115796	0.0534465534	0.0146603836799874	0.054418794011993	0.204663913378846	0.0912384234923899
A5	novel	A5_sig	-0.1531861726	0.002997003	0.808773203101228	0.832834095533333	0.970847159703768	0.977132484219854
SE	known	SE_sig	-0.6470424026	0.0509490509	0.177755120373947	0.153253875157813	0.625093800760731	1
SE	known	SE_sig	-0.4077952548	0.0509490509	0.609537938618098	0.393346703915285	0.818475152151418	1
A3	known	A3_sig	-0.3485367659	0.0304695305	0.553964835770126	0.61164266633797	0.897984224140248	0.964696809760169
AF	known	AF_sig	-0.3270825227	0.0124875125	0.699549168651292	0.252996062128073	0.816132525924341	0.79057775028466
A5	known	A5_sig	-0.14632046	0.0569430569	0	0.142085921953867	0.0849718190912805	0.349755022806021
A3	known	A3_sig	-0.2963680752	0.010989011	0	0.00806310347326318	0.356490926611616	0.244308327245612
A5	known	A5_sig	0.1310724394	0.0564435564	0.668255048540058	0.867474982082636	0.676563354273557	0.597021797600049
A5	known	A5_sig	-0.2347629733	0.025974026	0.525023660891388	0.337534031618231	0.646550846293352	0.685532792872774
SE	known	SE_sig	0.4162134596	0.0494505495	1	0.760697041142771	0.582729110451731	0.34554101140233
AF	novel	AF_sig	0.5565086078	0.0181818182	1	1	0.416467094973671	0.470515689420182
AF	known	AF_sig	1	0	1	1	0	0
AF	known	AF_sig	0.404442599	0.0131118881	1	1	0.456916099242782	0.734198702822616
AF	known	AF_sig	0.295422547	0.0131118881	1	1	0.674956203259719	0.734198702822616
SE	known	SE_sig	0.2547912586	0.0131118881	1	0.857588955063692	0.64193983564584	0.706066602287727
AF	known	AF_sig	-0.3124490611	0.033966034	0.801003154727799	0.574098722998347	1	1
SE	known	SE_sig	0.2894321383	0.0124875125	1	0.929329563538791	0.690316256179336	0.660149030698367
A5	known	A5_sig	-0.1775148332	0.0579420579	0.574936165327302	0.581562567692152	0.644825720024021	0.86670267937717
A3	known	A3_sig	-0.2175554596	0	0.179674306906869	0.155078540527227	0.37625753678226	0.393606229808685
A3	known	A3_sig	0.4054833872	0.034965035	0.713675566623301	0.765153660055837	0.315900465551612	0.351961986674283
AF	novel	AF_sig	-0.101172817	0.0594405594	0.875475503179366	0.864855739553569	0.980328334017361	0.962348542684692
AF	novel	AF_sig	-0.101172817	0.0594405594	0.875475503179366	0.864855739553569	0.980328334017361	0.962348542684692
A5	known	A5_sig	0.3952022164	0.0214785215	0.915245956173711	0.460338764215357	0.250396388003993	0.33478389966472
SE	known	SE_sig	0.394959045	0.0344655345	1	0.870704575448237	0.505221382754193	0.575565102624906
SE	known	SE_sig	-0.1261936228	0.036963037	0.800376629707483	0.784726171146492	0.915079517004517	0.922410529432237
AF	novel	AF_sig	0.5067123231	0.015984016	0.785500435847859	0.795210066017707	0.102698651536876	0.464587204160638
AF	known	AF_sig	0.6470643112	0.04995005	1	1	0.56616872698276	0.139702650571292
A3	known	A3_sig	-0.4519750392	0.0474525475	0	1	0.903950078403868	1
A5	known	A5_sig	-0.2068364759	0.0564435564	0.294316024488793	0.608805744252952	0.690605537277446	0.626189183282578
A5	novel	A5_sig	0.0414194665	0.041958042	0.106003504782057	0.103019838532832	0.0655866604214386	0.0605977499408313
SE	novel	SE_sig	0.2280049389	0.0284715285	0.593484301187071	0.642761106996314	0.452413430041515	0.327822100401666
AF	known	AF_sig	-0.076172731	0.016983017	0	0.11406882608197	0.143355863234713	0.12305842480928
SE	known	SE_sig	0.1246801962	0.007992008	0.989367042235891	0.937887181125123	0.857101761854896	0.820792069053558
SE	known	SE_sig	-0.1126059991	0.007992008	0.784264724061879	0.861444862226001	0.947804080194479	0.9231175042564
AF	novel	AF_sig	0.3996832354	0.0394605395	0.9274881656438	0.802680260112951	0	0.930801954955038
A5	known	A5_sig	0.2720488223	0.0434565435	1	0.921921823528604	0.851780074011034	0.526044104865745
AF	novel	AF_sig	0.6026948598	0	0.718475672384378	0.762082786257079	0	0.275168739138115
AF	novel	AF_sig	0.4529398626	0.0494505495	0.601593475509823	0.670909762108358	0	0.36662351244968
AF	novel	AF_sig	0.5744109325	0.0569430569	0.778839421607575	1	0	0.630017556578183
AF	novel	AF_sig	0.6477994928	0.00999001	1	0.661482835865457	0.159404599225102	0.206479250983284
SE	known	SE_sig	0.3226723235	0.0224775225	0.787744466833206	0.728717679101946	0.381626169730463	0.489491329231453
AF	novel	AF_sig	0.3357112688	0.0044955045	0.54545321735278	0.318403810911619	0	0.192434490637714
AF	known	AF_sig	-0.4108367204	0.044955045	0.5158595968076	0.065905088797169	0.63895624087017	0.76448188548226
AF	novel	AF_sig	0.7468643384	0.0559440559	1	1	0.332844237723843	0.173427085557058
SE	known	SE_sig	-0.7112184677	0.0554445554	0	0.510272174313813	1	0.932709109793025
AF	known	AF_sig	0.3614104394	0.036963037	0.564025838712956	0.158795040119774	0	0
AF	known	AF_sig	0.1450741765	0.043956044	1	1	1	0.709851646933277
AF	novel	AF_sig	0.2487304351	0.043956044	1	1	1	0.502539129820813
AF	novel	AF_sig	0.2487304351	0.043956044	1	1	1	0.502539129820813
A3	novel	A3_sig	-0.6400194346	0.0484515485	0	0.354712336971092	0.811768642770933	0.822982563413016
A3	known	A3_sig	-0.4820629601	0.0539460539	0.130447807729677	0.905426272057074	1	1
AF	novel	AF_sig	0.8147156806	0.0352147852	1	1	0	0.370568638854841
AF	novel	AF_sig	0.2222482342	0.0352147852	1	1	1	0.555503531592517
AF	known	AF_sig	-1	0	0	0	1	1
RI	novel	RI_sig	-0.1704126165	0.022977023	0.127391479850905	0.150307287161665	0.278356264733165	0.340167735227984
AF	known	AF_sig	0.3455250358	0.0539460539	0.896331948485557	0.938434230497278	0.634167617233674	0.509548490216491
AF	known	AF_sig	0.2925088614	0.0539460539	0.936964951516386	0.956029905008182	0.680729724643368	0.627247409166752
